Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Cystophora,cristata,62.75,4.25,1600:124:3,0.39
Cystophora,cristata,62.75,4.75,1600:124:4,0.24
Cystophora,cristata,63.25,5.75,1600:235:2,0.22
Cystophora,cristata,63.75,6.25,1600:236:3,0.24
Cystophora,cristata,63.75,6.75,1600:236:4,0.24
Cystophora,cristata,63.75,7.25,1600:237:3,0.26
Cystophora,cristata,63.75,7.75,1600:237:4,0.24
Cystophora,cristata,64.25,6.25,1600:246:1,0.34
Cystophora,cristata,64.25,6.75,1600:246:2,0.32
Cystophora,cristata,64.75,6.25,1600:246:3,0.32
Cystophora,cristata,64.75,6.75,1600:246:4,0.27
Cystophora,cristata,64.25,7.25,1600:247:1,0.3
Cystophora,cristata,64.25,7.75,1600:247:2,0.27
Cystophora,cristata,64.75,7.25,1600:247:3,0.24
Cystophora,cristata,64.75,7.75,1600:247:4,0.23
Cystophora,cristata,64.25,8.25,1600:248:1,0.3
Cystophora,cristata,64.25,8.75,1600:248:2,0.26
Cystophora,cristata,64.75,8.25,1600:248:3,0.21
Cystophora,cristata,64.25,9.25,1600:249:1,0.21
Cystophora,cristata,64.25,9.75,1600:249:2,0.24
Cystophora,cristata,64.75,9.25,1600:249:3,0.21
Cystophora,cristata,64.75,9.75,1600:249:4,0.32
Cystophora,cristata,65.25,6.75,1600:456:2,0.32
Cystophora,cristata,65.75,6.25,1600:456:3,0.36
Cystophora,cristata,65.75,6.75,1600:456:4,0.38
Cystophora,cristata,65.25,7.25,1600:457:1,0.31
Cystophora,cristata,65.25,7.75,1600:457:2,0.28
Cystophora,cristata,65.75,7.25,1600:457:3,0.38
Cystophora,cristata,65.75,7.75,1600:457:4,0.36
Cystophora,cristata,65.25,8.25,1600:458:1,0.28
Cystophora,cristata,65.25,8.75,1600:458:2,0.29
Cystophora,cristata,65.75,8.25,1600:458:3,0.38
Cystophora,cristata,65.75,8.75,1600:458:4,0.38
Cystophora,cristata,65.25,9.25,1600:459:1,0.3
Cystophora,cristata,65.25,9.75,1600:459:2,0.28
Cystophora,cristata,65.75,9.25,1600:459:3,0.36
Cystophora,cristata,65.75,9.75,1600:459:4,0.35
Cystophora,cristata,66.25,6.75,1600:466:2,0.37
Cystophora,cristata,66.25,7.25,1600:467:1,0.36
Cystophora,cristata,66.25,7.75,1600:467:2,0.37
Cystophora,cristata,66.25,8.25,1600:468:1,0.35
Cystophora,cristata,66.25,8.75,1600:468:2,0.29
Cystophora,cristata,66.75,8.25,1600:468:3,0.33
Cystophora,cristata,66.75,8.75,1600:468:4,0.28
Cystophora,cristata,66.25,9.25,1600:469:1,0.24
Cystophora,cristata,66.25,9.75,1600:469:2,0.23
Cystophora,cristata,66.75,9.25,1600:469:3,0.3
Cystophora,cristata,66.75,9.75,1600:469:4,0.32
Cystophora,cristata,67.25,9.75,1600:479:2,0.32
Cystophora,cristata,64.75,10.25,1601:140:3,0.26
Cystophora,cristata,65.25,10.25,1601:350:1,0.22
Cystophora,cristata,65.25,10.75,1601:350:2,0.2
Cystophora,cristata,65.75,10.25,1601:350:3,0.34
Cystophora,cristata,65.75,10.75,1601:350:4,0.32
Cystophora,cristata,66.25,10.25,1601:360:1,0.25
Cystophora,cristata,66.25,10.75,1601:360:2,0.3
Cystophora,cristata,66.75,10.25,1601:360:3,0.35
Cystophora,cristata,66.75,10.75,1601:360:4,0.35
Cystophora,cristata,66.25,11.25,1601:361:1,0.27
Cystophora,cristata,66.25,11.75,1601:361:2,0.2
Cystophora,cristata,66.75,11.25,1601:361:3,0.34
Cystophora,cristata,66.75,11.75,1601:361:4,0.28
Cystophora,cristata,67.25,10.25,1601:370:1,0.25
Cystophora,cristata,67.75,10.25,1601:370:3,0.3
Cystophora,cristata,67.25,12.25,1601:372:1,0.23
Cystophora,cristata,67.25,12.75,1601:372:2,0.25
Cystophora,cristata,67.25,13.25,1601:373:1,0.23
Cystophora,cristata,67.75,13.75,1601:373:4,0.24
Cystophora,cristata,67.75,14.25,1601:374:3,0.22
Cystophora,cristata,68.25,11.25,1601:381:1,0.26
Cystophora,cristata,68.75,13.25,1601:383:3,0.35
Cystophora,cristata,68.25,14.75,1601:384:2,0.2
Cystophora,cristata,69.25,15.25,1601:495:1,0.28
Cystophora,cristata,69.25,15.75,1601:495:2,0.23
Cystophora,cristata,69.25,16.25,1601:496:1,0.27
Cystophora,cristata,69.75,16.75,1601:496:4,0.3
Cystophora,cristata,69.75,30.75,1603:390:4,0.23
Cystophora,cristata,69.75,35.25,1603:495:3,0.2
Cystophora,cristata,69.75,35.75,1603:495:4,0.2
Cystophora,cristata,79.25,0.25,1700:390:1,0.21
Cystophora,cristata,79.25,0.75,1700:390:2,0.28
Cystophora,cristata,79.75,1.75,1700:391:4,0.2
Cystophora,cristata,79.75,2.25,1700:392:3,0.3
Cystophora,cristata,79.75,2.75,1700:392:4,0.39
Cystophora,cristata,78.25,9.75,1700:489:2,0.27
Cystophora,cristata,78.75,9.25,1700:489:3,0.33
Cystophora,cristata,79.25,8.75,1700:498:2,0.21
Cystophora,cristata,79.75,9.25,1700:499:3,0.38
Cystophora,cristata,79.75,9.75,1700:499:4,0.31
Cystophora,cristata,70.25,17.25,1701:207:1,0.32
Cystophora,cristata,70.75,17.75,1701:207:4,0.24
Cystophora,cristata,70.75,18.25,1701:208:3,0.23
Cystophora,cristata,70.75,18.75,1701:208:4,0.24
Cystophora,cristata,70.75,19.25,1701:209:3,0.21
Cystophora,cristata,70.75,19.75,1701:209:4,0.21
Cystophora,cristata,71.75,16.75,1701:216:4,0.35
Cystophora,cristata,71.25,17.25,1701:217:1,0.3
Cystophora,cristata,71.25,17.75,1701:217:2,0.24
Cystophora,cristata,71.75,17.25,1701:217:3,0.31
Cystophora,cristata,71.75,17.75,1701:217:4,0.29
Cystophora,cristata,71.25,18.25,1701:218:1,0.22
Cystophora,cristata,71.25,18.75,1701:218:2,0.22
Cystophora,cristata,71.75,18.25,1701:218:3,0.28
Cystophora,cristata,71.75,18.75,1701:218:4,0.27
Cystophora,cristata,71.25,19.25,1701:219:1,0.21
Cystophora,cristata,71.25,19.75,1701:219:2,0.2
Cystophora,cristata,71.75,19.25,1701:219:3,0.26
Cystophora,cristata,71.75,19.75,1701:219:4,0.27
Cystophora,cristata,72.25,16.75,1701:226:2,0.37
Cystophora,cristata,72.25,17.25,1701:227:1,0.35
Cystophora,cristata,72.25,17.75,1701:227:2,0.34
Cystophora,cristata,72.75,17.25,1701:227:3,0.39
Cystophora,cristata,72.75,17.75,1701:227:4,0.38
Cystophora,cristata,72.25,18.25,1701:228:1,0.34
Cystophora,cristata,72.25,18.75,1701:228:2,0.34
Cystophora,cristata,72.75,18.25,1701:228:3,0.38
Cystophora,cristata,72.75,18.75,1701:228:4,0.38
Cystophora,cristata,72.25,19.25,1701:229:1,0.34
Cystophora,cristata,72.25,19.75,1701:229:2,0.33
Cystophora,cristata,72.75,19.25,1701:229:3,0.38
Cystophora,cristata,73.75,16.75,1701:236:4,0.38
Cystophora,cristata,73.75,17.25,1701:237:3,0.35
Cystophora,cristata,73.75,17.75,1701:237:4,0.3
Cystophora,cristata,73.75,18.25,1701:238:3,0.27
Cystophora,cristata,73.75,18.75,1701:238:4,0.27
Cystophora,cristata,73.75,19.25,1701:239:3,0.29
Cystophora,cristata,73.75,19.75,1701:239:4,0.34
Cystophora,cristata,74.25,16.75,1701:246:2,0.25
Cystophora,cristata,74.75,16.25,1701:246:3,0.33
Cystophora,cristata,74.75,16.75,1701:246:4,0.24
Cystophora,cristata,74.25,17.25,1701:247:1,0.2
Cystophora,cristata,75.75,14.75,1701:354:4,0.39
Cystophora,cristata,76.75,13.75,1701:363:4,0.3
Cystophora,cristata,76.25,14.75,1701:364:2,0.36
Cystophora,cristata,77.25,11.75,1701:371:2,0.38
Cystophora,cristata,77.75,11.25,1701:371:3,0.23
Cystophora,cristata,77.25,12.25,1701:372:1,0.22
Cystophora,cristata,77.25,12.75,1701:372:2,0.2
Cystophora,cristata,78.25,10.25,1701:380:1,0.21
Cystophora,cristata,78.25,10.75,1701:380:2,0.2
Cystophora,cristata,78.25,13.25,1701:383:1,0.23
Cystophora,cristata,78.25,13.75,1701:383:2,0.23
Cystophora,cristata,79.75,10.25,1701:390:3,0.21
Cystophora,cristata,75.25,15.75,1701:455:2,0.29
Cystophora,cristata,75.75,15.25,1701:455:3,0.38
Cystophora,cristata,75.75,15.75,1701:455:4,0.35
Cystophora,cristata,75.25,16.25,1701:456:1,0.22
Cystophora,cristata,75.75,16.25,1701:456:3,0.32
Cystophora,cristata,75.75,16.75,1701:456:4,0.27
Cystophora,cristata,75.75,17.25,1701:457:3,0.23
Cystophora,cristata,76.25,15.25,1701:465:1,0.28
Cystophora,cristata,76.25,15.75,1701:465:2,0.25
Cystophora,cristata,76.25,16.25,1701:466:1,0.2
Cystophora,cristata,76.25,17.25,1701:467:1,0.22
Cystophora,cristata,76.25,17.75,1701:467:2,0.25
Cystophora,cristata,76.25,18.25,1701:468:1,0.23
Cystophora,cristata,76.25,18.75,1701:468:2,0.22
Cystophora,cristata,76.25,19.25,1701:469:1,0.21
Cystophora,cristata,76.25,19.75,1701:469:2,0.2
Cystophora,cristata,70.75,21.25,1702:101:3,0.25
Cystophora,cristata,70.75,21.75,1702:101:4,0.23
Cystophora,cristata,71.25,20.25,1702:110:1,0.21
Cystophora,cristata,71.25,20.75,1702:110:2,0.22
Cystophora,cristata,71.75,20.25,1702:110:3,0.29
Cystophora,cristata,71.75,20.75,1702:110:4,0.32
Cystophora,cristata,71.25,21.25,1702:111:1,0.25
Cystophora,cristata,71.25,21.75,1702:111:2,0.27
Cystophora,cristata,71.75,21.25,1702:111:3,0.33
Cystophora,cristata,71.75,21.75,1702:111:4,0.35
Cystophora,cristata,71.25,22.25,1702:112:1,0.32
Cystophora,cristata,71.25,22.75,1702:112:2,0.34
Cystophora,cristata,71.75,22.25,1702:112:3,0.36
Cystophora,cristata,71.75,22.75,1702:112:4,0.37
Cystophora,cristata,71.25,23.25,1702:113:1,0.34
Cystophora,cristata,71.25,23.75,1702:113:2,0.3
Cystophora,cristata,71.75,23.25,1702:113:3,0.34
Cystophora,cristata,71.75,23.75,1702:113:4,0.3
Cystophora,cristata,71.25,24.25,1702:114:1,0.23
Cystophora,cristata,71.75,24.25,1702:114:3,0.29
Cystophora,cristata,71.75,24.75,1702:114:4,0.28
Cystophora,cristata,72.25,20.25,1702:120:1,0.33
Cystophora,cristata,72.25,20.75,1702:120:2,0.34
Cystophora,cristata,72.25,21.25,1702:121:1,0.33
Cystophora,cristata,72.25,21.75,1702:121:2,0.33
Cystophora,cristata,72.75,21.25,1702:121:3,0.39
Cystophora,cristata,72.25,22.25,1702:122:1,0.33
Cystophora,cristata,72.25,22.75,1702:122:2,0.31
Cystophora,cristata,72.75,22.75,1702:122:4,0.38
Cystophora,cristata,72.25,23.25,1702:123:1,0.29
Cystophora,cristata,72.25,23.75,1702:123:2,0.27
Cystophora,cristata,72.75,23.25,1702:123:3,0.36
Cystophora,cristata,72.75,23.75,1702:123:4,0.35
Cystophora,cristata,72.25,24.25,1702:124:1,0.26
Cystophora,cristata,72.25,24.75,1702:124:2,0.27
Cystophora,cristata,72.75,24.25,1702:124:3,0.35
Cystophora,cristata,72.75,24.75,1702:124:4,0.34
Cystophora,cristata,73.75,20.25,1702:130:3,0.38
Cystophora,cristata,73.25,23.25,1702:133:1,0.39
Cystophora,cristata,73.25,23.75,1702:133:2,0.38
Cystophora,cristata,73.25,24.25,1702:134:1,0.38
Cystophora,cristata,74.25,21.25,1702:141:1,0.22
Cystophora,cristata,74.25,21.75,1702:141:2,0.24
Cystophora,cristata,74.25,22.25,1702:142:1,0.26
Cystophora,cristata,74.25,22.75,1702:142:2,0.27
Cystophora,cristata,74.25,23.25,1702:143:1,0.31
Cystophora,cristata,74.25,23.75,1702:143:2,0.34
Cystophora,cristata,74.25,24.25,1702:144:1,0.37
Cystophora,cristata,74.25,24.75,1702:144:2,0.39
Cystophora,cristata,74.75,24.75,1702:144:4,0.21
Cystophora,cristata,70.75,29.75,1702:209:4,0.25
Cystophora,cristata,71.25,25.25,1702:215:1,0.2
Cystophora,cristata,71.25,25.75,1702:215:2,0.27
Cystophora,cristata,71.75,25.25,1702:215:3,0.26
Cystophora,cristata,71.75,25.75,1702:215:4,0.28
Cystophora,cristata,71.25,26.25,1702:216:1,0.22
Cystophora,cristata,71.25,26.75,1702:216:2,0.24
Cystophora,cristata,71.75,26.25,1702:216:3,0.3
Cystophora,cristata,71.75,26.75,1702:216:4,0.32
Cystophora,cristata,71.25,27.25,1702:217:1,0.25
Cystophora,cristata,71.25,27.75,1702:217:2,0.29
Cystophora,cristata,71.75,27.25,1702:217:3,0.33
Cystophora,cristata,71.75,27.75,1702:217:4,0.32
Cystophora,cristata,71.25,28.25,1702:218:1,0.29
Cystophora,cristata,71.25,28.75,1702:218:2,0.3
Cystophora,cristata,71.75,28.25,1702:218:3,0.32
Cystophora,cristata,71.75,28.75,1702:218:4,0.31
Cystophora,cristata,71.25,29.25,1702:219:1,0.32
Cystophora,cristata,71.25,29.75,1702:219:2,0.32
Cystophora,cristata,71.75,29.25,1702:219:3,0.31
Cystophora,cristata,71.75,29.75,1702:219:4,0.31
Cystophora,cristata,72.25,25.25,1702:225:1,0.26
Cystophora,cristata,72.25,25.75,1702:225:2,0.24
Cystophora,cristata,72.75,25.25,1702:225:3,0.33
Cystophora,cristata,72.75,25.75,1702:225:4,0.31
Cystophora,cristata,72.25,26.25,1702:226:1,0.25
Cystophora,cristata,72.25,26.75,1702:226:2,0.25
Cystophora,cristata,72.75,26.25,1702:226:3,0.3
Cystophora,cristata,72.75,26.75,1702:226:4,0.31
Cystophora,cristata,72.25,27.25,1702:227:1,0.25
Cystophora,cristata,72.25,27.75,1702:227:2,0.26
Cystophora,cristata,72.75,27.25,1702:227:3,0.29
Cystophora,cristata,72.75,27.75,1702:227:4,0.29
Cystophora,cristata,72.25,28.25,1702:228:1,0.27
Cystophora,cristata,72.25,28.75,1702:228:2,0.28
Cystophora,cristata,72.75,28.25,1702:228:3,0.32
Cystophora,cristata,72.75,28.75,1702:228:4,0.31
Cystophora,cristata,72.25,29.25,1702:229:1,0.27
Cystophora,cristata,72.25,29.75,1702:229:2,0.28
Cystophora,cristata,72.75,29.25,1702:229:3,0.29
Cystophora,cristata,72.75,29.75,1702:229:4,0.28
Cystophora,cristata,73.25,27.25,1702:237:1,0.36
Cystophora,cristata,73.25,27.75,1702:237:2,0.33
Cystophora,cristata,73.75,27.75,1702:237:4,0.39
Cystophora,cristata,73.25,28.25,1702:238:1,0.32
Cystophora,cristata,73.25,28.75,1702:238:2,0.33
Cystophora,cristata,73.75,28.25,1702:238:3,0.38
Cystophora,cristata,73.75,28.75,1702:238:4,0.38
Cystophora,cristata,73.25,29.25,1702:239:1,0.32
Cystophora,cristata,73.25,29.75,1702:239:2,0.31
Cystophora,cristata,73.75,29.25,1702:239:3,0.38
Cystophora,cristata,73.75,29.75,1702:239:4,0.37
Cystophora,cristata,74.25,25.75,1702:245:2,0.39
Cystophora,cristata,74.75,25.25,1702:245:3,0.24
Cystophora,cristata,74.75,25.75,1702:245:4,0.26
Cystophora,cristata,74.25,26.25,1702:246:1,0.39
Cystophora,cristata,74.75,26.25,1702:246:3,0.31
Cystophora,cristata,74.75,26.75,1702:246:4,0.33
Cystophora,cristata,74.75,27.25,1702:247:3,0.34
Cystophora,cristata,74.75,27.75,1702:247:4,0.35
Cystophora,cristata,74.25,28.25,1702:248:1,0.39
Cystophora,cristata,74.25,28.75,1702:248:2,0.38
Cystophora,cristata,74.75,28.25,1702:248:3,0.35
Cystophora,cristata,74.75,28.75,1702:248:4,0.36
Cystophora,cristata,74.25,29.25,1702:249:1,0.37
Cystophora,cristata,74.25,29.75,1702:249:2,0.36
Cystophora,cristata,74.75,29.25,1702:249:3,0.38
Cystophora,cristata,74.75,29.75,1702:249:4,0.37
Cystophora,cristata,75.25,26.75,1702:456:2,0.21
Cystophora,cristata,75.25,27.25,1702:457:1,0.25
Cystophora,cristata,75.25,27.75,1702:457:2,0.27
Cystophora,cristata,75.75,27.25,1702:457:3,0.23
Cystophora,cristata,75.75,27.75,1702:457:4,0.24
Cystophora,cristata,75.25,28.25,1702:458:1,0.29
Cystophora,cristata,75.25,28.75,1702:458:2,0.32
Cystophora,cristata,75.75,28.25,1702:458:3,0.24
Cystophora,cristata,75.75,28.75,1702:458:4,0.26
Cystophora,cristata,75.25,29.25,1702:459:1,0.34
Cystophora,cristata,75.25,29.75,1702:459:2,0.35
Cystophora,cristata,75.75,29.25,1702:459:3,0.29
Cystophora,cristata,75.75,29.75,1702:459:4,0.31
Cystophora,cristata,76.25,29.25,1702:469:1,0.23
Cystophora,cristata,76.25,29.75,1702:469:2,0.28
Cystophora,cristata,76.75,29.25,1702:469:3,0.23
Cystophora,cristata,76.75,29.75,1702:469:4,0.25
Cystophora,cristata,77.25,29.25,1702:479:1,0.2
Cystophora,cristata,77.25,29.75,1702:479:2,0.2
Cystophora,cristata,72.75,31.25,1703:121:3,0.27
Cystophora,cristata,72.75,31.75,1703:121:4,0.26
Cystophora,cristata,72.25,32.25,1703:122:1,0.28
Cystophora,cristata,72.25,32.75,1703:122:2,0.26
Cystophora,cristata,72.75,32.25,1703:122:3,0.26
Cystophora,cristata,72.75,32.75,1703:122:4,0.26
Cystophora,cristata,72.25,33.25,1703:123:1,0.26
Cystophora,cristata,72.25,33.75,1703:123:2,0.26
Cystophora,cristata,72.75,33.25,1703:123:3,0.26
Cystophora,cristata,72.75,33.75,1703:123:4,0.25
Cystophora,cristata,72.25,34.25,1703:124:1,0.27
Cystophora,cristata,72.25,34.75,1703:124:2,0.25
Cystophora,cristata,72.75,34.25,1703:124:3,0.24
Cystophora,cristata,72.75,34.75,1703:124:4,0.23
Cystophora,cristata,73.25,30.25,1703:130:1,0.3
Cystophora,cristata,73.25,30.75,1703:130:2,0.31
Cystophora,cristata,73.75,30.25,1703:130:3,0.36
Cystophora,cristata,73.75,30.75,1703:130:4,0.34
Cystophora,cristata,73.25,31.25,1703:131:1,0.3
Cystophora,cristata,73.25,31.75,1703:131:2,0.28
Cystophora,cristata,73.75,31.25,1703:131:3,0.33
Cystophora,cristata,73.75,31.75,1703:131:4,0.32
Cystophora,cristata,73.25,32.25,1703:132:1,0.26
Cystophora,cristata,73.25,32.75,1703:132:2,0.26
Cystophora,cristata,73.75,32.25,1703:132:3,0.3
Cystophora,cristata,73.75,32.75,1703:132:4,0.29
Cystophora,cristata,73.25,33.25,1703:133:1,0.25
Cystophora,cristata,73.25,33.75,1703:133:2,0.24
Cystophora,cristata,73.75,33.25,1703:133:3,0.29
Cystophora,cristata,73.75,33.75,1703:133:4,0.3
Cystophora,cristata,73.25,34.25,1703:134:1,0.22
Cystophora,cristata,73.25,34.75,1703:134:2,0.23
Cystophora,cristata,73.75,34.25,1703:134:3,0.28
Cystophora,cristata,73.75,34.75,1703:134:4,0.27
Cystophora,cristata,74.25,30.25,1703:140:1,0.33
Cystophora,cristata,70.75,30.25,1703:100:3,0.26
Cystophora,cristata,70.75,30.75,1703:100:4,0.26
Cystophora,cristata,70.25,31.25,1703:101:1,0.2
Cystophora,cristata,70.25,31.75,1703:101:2,0.26
Cystophora,cristata,70.75,31.25,1703:101:3,0.28
Cystophora,cristata,70.75,31.75,1703:101:4,0.28
Cystophora,cristata,70.25,32.25,1703:102:1,0.2
Cystophora,cristata,70.25,32.75,1703:102:2,0.2
Cystophora,cristata,70.75,32.25,1703:102:3,0.26
Cystophora,cristata,70.75,32.75,1703:102:4,0.24
Cystophora,cristata,70.25,33.25,1703:103:1,0.21
Cystophora,cristata,70.25,33.75,1703:103:2,0.23
Cystophora,cristata,70.75,33.25,1703:103:3,0.23
Cystophora,cristata,70.75,33.75,1703:103:4,0.21
Cystophora,cristata,70.25,34.25,1703:104:1,0.24
Cystophora,cristata,70.25,34.75,1703:104:2,0.24
Cystophora,cristata,70.75,34.25,1703:104:3,0.2
Cystophora,cristata,71.25,30.25,1703:110:1,0.3
Cystophora,cristata,71.25,30.75,1703:110:2,0.28
Cystophora,cristata,71.75,30.25,1703:110:3,0.33
Cystophora,cristata,71.75,30.75,1703:110:4,0.32
Cystophora,cristata,71.25,31.25,1703:111:1,0.26
Cystophora,cristata,71.25,31.75,1703:111:2,0.25
Cystophora,cristata,71.75,31.25,1703:111:3,0.31
Cystophora,cristata,71.75,31.75,1703:111:4,0.3
Cystophora,cristata,71.25,32.25,1703:112:1,0.25
Cystophora,cristata,71.25,32.75,1703:112:2,0.25
Cystophora,cristata,71.75,32.25,1703:112:3,0.3
Cystophora,cristata,71.75,32.75,1703:112:4,0.28
Cystophora,cristata,71.25,33.25,1703:113:1,0.25
Cystophora,cristata,71.25,33.75,1703:113:2,0.24
Cystophora,cristata,71.75,33.25,1703:113:3,0.27
Cystophora,cristata,71.75,33.75,1703:113:4,0.26
Cystophora,cristata,71.25,34.25,1703:114:1,0.22
Cystophora,cristata,71.25,34.75,1703:114:2,0.2
Cystophora,cristata,71.75,34.25,1703:114:3,0.23
Cystophora,cristata,71.75,34.75,1703:114:4,0.23
Cystophora,cristata,72.25,30.25,1703:120:1,0.3
Cystophora,cristata,72.25,30.75,1703:120:2,0.3
Cystophora,cristata,72.75,30.25,1703:120:3,0.28
Cystophora,cristata,72.75,30.75,1703:120:4,0.27
Cystophora,cristata,72.25,31.25,1703:121:1,0.3
Cystophora,cristata,72.25,31.75,1703:121:2,0.28
Cystophora,cristata,74.25,30.75,1703:140:2,0.3
Cystophora,cristata,74.75,30.25,1703:140:3,0.35
Cystophora,cristata,74.75,30.75,1703:140:4,0.34
Cystophora,cristata,74.25,31.25,1703:141:1,0.27
Cystophora,cristata,74.25,31.75,1703:141:2,0.24
Cystophora,cristata,74.75,31.25,1703:141:3,0.3
Cystophora,cristata,74.75,31.75,1703:141:4,0.24
Cystophora,cristata,74.25,32.25,1703:142:1,0.24
Cystophora,cristata,74.25,32.75,1703:142:2,0.26
Cystophora,cristata,74.25,33.25,1703:143:1,0.28
Cystophora,cristata,74.25,33.75,1703:143:2,0.28
Cystophora,cristata,74.75,33.25,1703:143:3,0.2
Cystophora,cristata,74.75,33.75,1703:143:4,0.22
Cystophora,cristata,74.25,34.25,1703:144:1,0.29
Cystophora,cristata,74.25,34.75,1703:144:2,0.28
Cystophora,cristata,74.75,34.25,1703:144:3,0.23
Cystophora,cristata,74.75,34.75,1703:144:4,0.23
Cystophora,cristata,70.25,35.25,1703:205:1,0.2
Cystophora,cristata,70.75,38.25,1703:208:3,0.21
Cystophora,cristata,70.75,38.75,1703:208:4,0.22
Cystophora,cristata,70.75,39.25,1703:209:3,0.22
Cystophora,cristata,70.75,39.75,1703:209:4,0.23
Cystophora,cristata,71.75,35.25,1703:215:3,0.24
Cystophora,cristata,71.75,35.75,1703:215:4,0.25
Cystophora,cristata,71.25,36.25,1703:216:1,0.2
Cystophora,cristata,71.25,36.75,1703:216:2,0.22
Cystophora,cristata,71.75,36.25,1703:216:3,0.26
Cystophora,cristata,71.75,36.75,1703:216:4,0.27
Cystophora,cristata,71.25,37.25,1703:217:1,0.24
Cystophora,cristata,71.25,37.75,1703:217:2,0.25
Cystophora,cristata,71.75,37.25,1703:217:3,0.28
Cystophora,cristata,71.75,37.75,1703:217:4,0.3
Cystophora,cristata,71.25,38.25,1703:218:1,0.29
Cystophora,cristata,71.25,38.75,1703:218:2,0.32
Cystophora,cristata,71.75,38.25,1703:218:3,0.33
Cystophora,cristata,71.75,38.75,1703:218:4,0.34
Cystophora,cristata,71.25,39.25,1703:219:1,0.32
Cystophora,cristata,71.25,39.75,1703:219:2,0.32
Cystophora,cristata,71.75,39.25,1703:219:3,0.35
Cystophora,cristata,71.75,39.75,1703:219:4,0.33
Cystophora,cristata,72.25,35.25,1703:225:1,0.24
Cystophora,cristata,72.25,35.75,1703:225:2,0.23
Cystophora,cristata,72.75,35.25,1703:225:3,0.23
Cystophora,cristata,72.75,35.75,1703:225:4,0.22
Cystophora,cristata,72.25,36.25,1703:226:1,0.24
Cystophora,cristata,72.25,36.75,1703:226:2,0.24
Cystophora,cristata,72.75,36.25,1703:226:3,0.22
Cystophora,cristata,72.75,36.75,1703:226:4,0.21
Cystophora,cristata,72.25,37.25,1703:227:1,0.24
Cystophora,cristata,72.25,37.75,1703:227:2,0.25
Cystophora,cristata,72.75,37.25,1703:227:3,0.23
Cystophora,cristata,72.75,37.75,1703:227:4,0.24
Cystophora,cristata,72.25,38.25,1703:228:1,0.26
Cystophora,cristata,72.25,38.75,1703:228:2,0.28
Cystophora,cristata,72.75,38.25,1703:228:3,0.26
Cystophora,cristata,72.75,38.75,1703:228:4,0.28
Cystophora,cristata,72.25,39.25,1703:229:1,0.29
Cystophora,cristata,72.25,39.75,1703:229:2,0.32
Cystophora,cristata,72.75,39.25,1703:229:3,0.3
Cystophora,cristata,72.75,39.75,1703:229:4,0.32
Cystophora,cristata,73.25,35.25,1703:235:1,0.24
Cystophora,cristata,73.25,35.75,1703:235:2,0.23
Cystophora,cristata,73.75,35.25,1703:235:3,0.25
Cystophora,cristata,73.75,35.75,1703:235:4,0.25
Cystophora,cristata,73.25,36.25,1703:236:1,0.23
Cystophora,cristata,73.25,36.75,1703:236:2,0.23
Cystophora,cristata,73.75,36.25,1703:236:3,0.24
Cystophora,cristata,73.75,36.75,1703:236:4,0.24
Cystophora,cristata,73.25,37.25,1703:237:1,0.23
Cystophora,cristata,73.25,37.75,1703:237:2,0.24
Cystophora,cristata,73.75,37.25,1703:237:3,0.23
Cystophora,cristata,73.75,37.75,1703:237:4,0.23
Cystophora,cristata,73.25,38.25,1703:238:1,0.24
Cystophora,cristata,73.25,38.75,1703:238:2,0.25
Cystophora,cristata,73.75,38.25,1703:238:3,0.22
Cystophora,cristata,73.75,38.75,1703:238:4,0.23
Cystophora,cristata,73.25,39.25,1703:239:1,0.27
Cystophora,cristata,73.25,39.75,1703:239:2,0.29
Cystophora,cristata,73.75,39.25,1703:239:3,0.22
Cystophora,cristata,73.75,39.75,1703:239:4,0.23
Cystophora,cristata,74.25,35.25,1703:245:1,0.27
Cystophora,cristata,74.25,35.75,1703:245:2,0.26
Cystophora,cristata,74.75,35.25,1703:245:3,0.23
Cystophora,cristata,74.75,35.75,1703:245:4,0.23
Cystophora,cristata,74.25,36.25,1703:246:1,0.25
Cystophora,cristata,74.25,36.75,1703:246:2,0.24
Cystophora,cristata,74.75,36.25,1703:246:3,0.22
Cystophora,cristata,74.75,36.75,1703:246:4,0.21
Cystophora,cristata,74.25,37.25,1703:247:1,0.22
Cystophora,cristata,74.25,37.75,1703:247:2,0.21
Cystophora,cristata,74.75,37.25,1703:247:3,0.2
Cystophora,cristata,74.25,38.25,1703:248:1,0.2
Cystophora,cristata,74.25,38.75,1703:248:2,0.21
Cystophora,cristata,74.25,39.25,1703:249:1,0.2
Cystophora,cristata,74.25,39.75,1703:249:2,0.21
Cystophora,cristata,75.25,30.25,1703:350:1,0.36
Cystophora,cristata,75.25,30.75,1703:350:2,0.35
Cystophora,cristata,75.75,30.25,1703:350:3,0.33
Cystophora,cristata,75.75,30.75,1703:350:4,0.34
Cystophora,cristata,75.25,31.25,1703:351:1,0.34
Cystophora,cristata,75.25,31.75,1703:351:2,0.31
Cystophora,cristata,75.75,31.25,1703:351:3,0.33
Cystophora,cristata,75.75,31.75,1703:351:4,0.32
Cystophora,cristata,75.25,32.25,1703:352:1,0.27
Cystophora,cristata,75.25,32.75,1703:352:2,0.22
Cystophora,cristata,75.75,32.25,1703:352:3,0.31
Cystophora,cristata,75.75,32.75,1703:352:4,0.28
