Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Cystophora,cristata,29.75,-61.25,7206:391:3,0.01
Cystophora,cristata,29.75,-61.75,7206:391:4,0.02
Cystophora,cristata,29.25,-62.25,7206:392:1,0.01
Cystophora,cristata,29.25,-62.75,7206:392:2,0.01
Cystophora,cristata,29.75,-62.25,7206:392:3,0.03
Cystophora,cristata,29.75,-62.75,7206:392:4,0.03
Cystophora,cristata,29.25,-63.25,7206:393:1,0.02
Cystophora,cristata,29.25,-63.75,7206:393:2,0.02
Cystophora,cristata,29.75,-63.25,7206:393:3,0.03
Cystophora,cristata,29.75,-63.75,7206:393:4,0.03
Cystophora,cristata,29.25,-64.25,7206:394:1,0.02
Cystophora,cristata,29.25,-64.75,7206:394:2,0.02
Cystophora,cristata,29.75,-64.25,7206:394:3,0.03
Cystophora,cristata,29.75,-64.75,7206:394:4,0.03
Cystophora,cristata,27.75,-68.75,7206:478:4,0.01
Cystophora,cristata,27.75,-69.25,7206:479:3,0.01
Cystophora,cristata,27.75,-69.75,7206:479:4,0.01
Cystophora,cristata,28.75,-65.25,7206:485:3,0.01
Cystophora,cristata,28.75,-65.75,7206:485:4,0.01
Cystophora,cristata,28.75,-66.25,7206:486:3,0.01
Cystophora,cristata,28.75,-66.75,7206:486:4,0.01
Cystophora,cristata,28.25,-67.25,7206:487:1,0.01
Cystophora,cristata,28.25,-67.75,7206:487:2,0.01
Cystophora,cristata,28.75,-67.25,7206:487:3,0.02
Cystophora,cristata,28.75,-67.75,7206:487:4,0.02
Cystophora,cristata,28.25,-68.25,7206:488:1,0.01
Cystophora,cristata,28.25,-68.75,7206:488:2,0.01
Cystophora,cristata,28.75,-68.25,7206:488:3,0.02
Cystophora,cristata,28.75,-68.75,7206:488:4,0.02
Cystophora,cristata,28.25,-69.25,7206:489:1,0.01
Cystophora,cristata,28.25,-69.75,7206:489:2,0.01
Cystophora,cristata,28.75,-69.25,7206:489:3,0.02
Cystophora,cristata,28.75,-69.75,7206:489:4,0.02
Cystophora,cristata,29.25,-65.25,7206:495:1,0.02
Cystophora,cristata,29.25,-65.75,7206:495:2,0.02
Cystophora,cristata,29.75,-65.25,7206:495:3,0.04
Cystophora,cristata,29.75,-65.75,7206:495:4,0.04
Cystophora,cristata,29.25,-66.25,7206:496:1,0.02
Cystophora,cristata,29.25,-66.75,7206:496:2,0.02
Cystophora,cristata,29.75,-66.25,7206:496:3,0.04
Cystophora,cristata,29.75,-66.75,7206:496:4,0.04
Cystophora,cristata,29.25,-67.25,7206:497:1,0.03
Cystophora,cristata,29.25,-67.75,7206:497:2,0.03
Cystophora,cristata,29.75,-67.25,7206:497:3,0.05
Cystophora,cristata,29.75,-67.75,7206:497:4,0.05
Cystophora,cristata,29.25,-68.25,7206:498:1,0.03
Cystophora,cristata,29.25,-68.75,7206:498:2,0.04
Cystophora,cristata,29.75,-68.25,7206:498:3,0.05
Cystophora,cristata,29.75,-68.75,7206:498:4,0.05
Cystophora,cristata,29.25,-69.25,7206:499:1,0.04
Cystophora,cristata,29.25,-69.75,7206:499:2,0.03
Cystophora,cristata,29.75,-69.25,7206:499:3,0.05
Cystophora,cristata,29.75,-69.75,7206:499:4,0.05
Cystophora,cristata,20.25,-71.25,7207:101:1,0.01
Cystophora,cristata,21.25,-76.25,7207:216:1,0.02
Cystophora,cristata,21.25,-76.75,7207:216:2,0.01
Cystophora,cristata,27.75,-70.25,7207:370:3,0.01
Cystophora,cristata,27.75,-70.75,7207:370:4,0.01
Cystophora,cristata,27.75,-71.25,7207:371:3,0.01
Cystophora,cristata,27.75,-71.75,7207:371:4,0.01
Cystophora,cristata,27.75,-72.25,7207:372:3,0.01
Cystophora,cristata,27.75,-72.75,7207:372:4,0.01
Cystophora,cristata,27.25,-73.25,7207:373:1,0.01
Cystophora,cristata,27.25,-73.75,7207:373:2,0.01
Cystophora,cristata,27.75,-73.25,7207:373:3,0.01
Cystophora,cristata,27.75,-73.75,7207:373:4,0.02
Cystophora,cristata,27.25,-74.25,7207:374:1,0.01
Cystophora,cristata,27.25,-74.75,7207:374:2,0.01
Cystophora,cristata,27.75,-74.25,7207:374:3,0.02
Cystophora,cristata,27.75,-74.75,7207:374:4,0.01
Cystophora,cristata,28.25,-70.25,7207:380:1,0.01
Cystophora,cristata,28.25,-70.75,7207:380:2,0.02
Cystophora,cristata,28.75,-70.25,7207:380:3,0.02
Cystophora,cristata,28.75,-70.75,7207:380:4,0.03
Cystophora,cristata,28.25,-71.25,7207:381:1,0.02
Cystophora,cristata,28.25,-71.75,7207:381:2,0.02
Cystophora,cristata,28.75,-71.25,7207:381:3,0.03
Cystophora,cristata,28.75,-71.75,7207:381:4,0.03
Cystophora,cristata,28.25,-72.25,7207:382:1,0.02
Cystophora,cristata,28.25,-72.75,7207:382:2,0.02
Cystophora,cristata,28.75,-72.25,7207:382:3,0.04
Cystophora,cristata,28.75,-72.75,7207:382:4,0.04
Cystophora,cristata,28.25,-73.25,7207:383:1,0.03
Cystophora,cristata,28.25,-73.75,7207:383:2,0.03
Cystophora,cristata,28.75,-73.25,7207:383:3,0.05
Cystophora,cristata,28.75,-73.75,7207:383:4,0.05
Cystophora,cristata,28.25,-74.25,7207:384:1,0.03
Cystophora,cristata,28.25,-74.75,7207:384:2,0.03
Cystophora,cristata,28.75,-74.25,7207:384:3,0.05
Cystophora,cristata,28.75,-74.75,7207:384:4,0.04
Cystophora,cristata,29.25,-70.25,7207:390:1,0.03
Cystophora,cristata,29.25,-70.75,7207:390:2,0.04
Cystophora,cristata,29.75,-70.25,7207:390:3,0.06
Cystophora,cristata,29.75,-70.75,7207:390:4,0.06
Cystophora,cristata,29.25,-71.25,7207:391:1,0.04
Cystophora,cristata,29.25,-71.75,7207:391:2,0.05
Cystophora,cristata,29.75,-71.25,7207:391:3,0.06
Cystophora,cristata,29.75,-71.75,7207:391:4,0.07
Cystophora,cristata,29.25,-72.25,7207:392:1,0.05
Cystophora,cristata,29.25,-72.75,7207:392:2,0.07
Cystophora,cristata,29.75,-72.25,7207:392:3,0.07
Cystophora,cristata,29.75,-72.75,7207:392:4,0.08
Cystophora,cristata,29.25,-73.25,7207:393:1,0.08
Cystophora,cristata,29.25,-73.75,7207:393:2,0.07
Cystophora,cristata,29.75,-73.25,7207:393:3,0.1
Cystophora,cristata,29.75,-73.75,7207:393:4,0.1
Cystophora,cristata,29.25,-74.25,7207:394:1,0.07
Cystophora,cristata,29.25,-74.75,7207:394:2,0.06
Cystophora,cristata,29.75,-74.25,7207:394:3,0.09
Cystophora,cristata,29.75,-74.75,7207:394:4,0.08
Cystophora,cristata,25.75,-77.25,7207:457:3,0.01
Cystophora,cristata,25.75,-77.75,7207:457:4,0.01
Cystophora,cristata,25.25,-79.25,7207:459:1,0.01
Cystophora,cristata,25.75,-79.25,7207:459:3,0.01
Cystophora,cristata,26.75,-76.75,7207:466:4,0.01
Cystophora,cristata,26.25,-77.25,7207:467:1,0.01
Cystophora,cristata,26.25,-77.75,7207:467:2,0.02
Cystophora,cristata,26.75,-77.25,7207:467:3,0.02
Cystophora,cristata,26.75,-77.75,7207:467:4,0.01
Cystophora,cristata,26.25,-78.25,7207:468:1,0.02
Cystophora,cristata,26.25,-78.75,7207:468:2,0.01
Cystophora,cristata,26.75,-78.25,7207:468:3,0.01
Cystophora,cristata,26.75,-78.75,7207:468:4,0.01
Cystophora,cristata,26.25,-79.25,7207:469:1,0.01
Cystophora,cristata,26.25,-79.75,7207:469:2,0.01
Cystophora,cristata,26.75,-79.25,7207:469:3,0.01
Cystophora,cristata,26.75,-79.75,7207:469:4,0.01
Cystophora,cristata,27.75,-75.25,7207:475:3,0.01
Cystophora,cristata,27.75,-75.75,7207:475:4,0.01
Cystophora,cristata,27.25,-76.75,7207:476:2,0.02
Cystophora,cristata,27.75,-76.25,7207:476:3,0.01
Cystophora,cristata,27.75,-76.75,7207:476:4,0.02
Cystophora,cristata,27.25,-77.25,7207:477:1,0.04
Cystophora,cristata,27.25,-77.75,7207:477:2,0.04
Cystophora,cristata,27.75,-77.25,7207:477:3,0.03
Cystophora,cristata,27.75,-77.75,7207:477:4,0.05
Cystophora,cristata,27.25,-78.25,7207:478:1,0.02
Cystophora,cristata,27.25,-78.75,7207:478:2,0.01
Cystophora,cristata,27.75,-78.25,7207:478:3,0.07
Cystophora,cristata,27.75,-78.75,7207:478:4,0.05
Cystophora,cristata,27.25,-79.25,7207:479:1,0.02
Cystophora,cristata,27.25,-79.75,7207:479:2,0.01
Cystophora,cristata,27.75,-79.25,7207:479:3,0.03
Cystophora,cristata,27.75,-79.75,7207:479:4,0.02
Cystophora,cristata,28.25,-75.25,7207:485:1,0.02
Cystophora,cristata,28.25,-75.75,7207:485:2,0.01
Cystophora,cristata,28.75,-75.25,7207:485:3,0.03
Cystophora,cristata,28.75,-75.75,7207:485:4,0.03
Cystophora,cristata,28.25,-76.25,7207:486:1,0.02
Cystophora,cristata,28.25,-76.75,7207:486:2,0.05
Cystophora,cristata,28.75,-76.25,7207:486:3,0.03
Cystophora,cristata,28.75,-76.75,7207:486:4,0.07
Cystophora,cristata,28.25,-77.25,7207:487:1,0.05
Cystophora,cristata,28.25,-77.75,7207:487:2,0.05
Cystophora,cristata,28.75,-77.25,7207:487:3,0.08
Cystophora,cristata,28.75,-77.75,7207:487:4,0.07
Cystophora,cristata,28.25,-78.25,7207:488:1,0.06
Cystophora,cristata,28.25,-78.75,7207:488:2,0.07
Cystophora,cristata,28.75,-78.25,7207:488:3,0.06
Cystophora,cristata,28.75,-78.75,7207:488:4,0.07
Cystophora,cristata,28.25,-79.25,7207:489:1,0.04
Cystophora,cristata,28.25,-79.75,7207:489:2,0.02
Cystophora,cristata,28.75,-79.25,7207:489:3,0.05
Cystophora,cristata,28.75,-79.75,7207:489:4,0.02
Cystophora,cristata,29.25,-75.25,7207:495:1,0.05
Cystophora,cristata,29.25,-75.75,7207:495:2,0.04
Cystophora,cristata,29.75,-75.25,7207:495:3,0.08
Cystophora,cristata,29.75,-75.75,7207:495:4,0.07
Cystophora,cristata,29.25,-76.25,7207:496:1,0.05
Cystophora,cristata,29.25,-76.75,7207:496:2,0.09
Cystophora,cristata,29.75,-76.25,7207:496:3,0.09
Cystophora,cristata,29.75,-76.75,7207:496:4,0.14
Cystophora,cristata,29.25,-77.25,7207:497:1,0.1
Cystophora,cristata,29.25,-77.75,7207:497:2,0.08
Cystophora,cristata,29.75,-77.25,7207:497:3,0.12
Cystophora,cristata,29.75,-77.75,7207:497:4,0.1
Cystophora,cristata,29.25,-78.25,7207:498:1,0.07
Cystophora,cristata,29.25,-78.75,7207:498:2,0.07
Cystophora,cristata,29.75,-78.25,7207:498:3,0.09
Cystophora,cristata,29.75,-78.75,7207:498:4,0.08
Cystophora,cristata,29.25,-79.25,7207:499:1,0.06
Cystophora,cristata,29.25,-79.75,7207:499:2,0.03
Cystophora,cristata,29.75,-79.25,7207:499:3,0.06
Cystophora,cristata,29.75,-79.75,7207:499:4,0.03
Cystophora,cristata,24.25,-83.25,7208:143:1,0.01
Cystophora,cristata,24.25,-83.75,7208:143:2,0.01
Cystophora,cristata,24.25,-84.25,7208:144:1,0.01
Cystophora,cristata,24.75,-84.25,7208:144:3,0.01
Cystophora,cristata,24.75,-84.75,7208:144:4,0.01
Cystophora,cristata,24.25,-88.25,7208:248:1,0.01
Cystophora,cristata,24.75,-88.25,7208:248:3,0.01
Cystophora,cristata,25.25,-84.25,7208:354:1,0.01
Cystophora,cristata,25.25,-84.75,7208:354:2,0.01
Cystophora,cristata,25.75,-84.75,7208:354:4,0.01
Cystophora,cristata,26.25,-84.75,7208:364:2,0.01
Cystophora,cristata,26.75,-84.25,7208:364:3,0.01
Cystophora,cristata,26.75,-84.75,7208:364:4,0.03
Cystophora,cristata,27.25,-84.25,7208:374:1,0.01
Cystophora,cristata,27.25,-84.75,7208:374:2,0.02
Cystophora,cristata,27.75,-84.25,7208:374:3,0.01
Cystophora,cristata,27.75,-84.75,7208:374:4,0.03
Cystophora,cristata,28.25,-82.75,7208:382:2,0.01
Cystophora,cristata,28.25,-84.25,7208:384:1,0.01
Cystophora,cristata,28.25,-84.75,7208:384:2,0.02
Cystophora,cristata,28.75,-84.75,7208:384:4,0.01
Cystophora,cristata,29.25,-80.25,7208:390:1,0.01
Cystophora,cristata,29.75,-80.25,7208:390:3,0.01
Cystophora,cristata,29.25,-84.25,7208:394:1,0.01
Cystophora,cristata,29.25,-84.75,7208:394:2,0.01
Cystophora,cristata,25.25,-85.25,7208:455:1,0.01
Cystophora,cristata,25.75,-85.25,7208:455:3,0.01
Cystophora,cristata,25.75,-85.75,7208:455:4,0.01
Cystophora,cristata,26.25,-85.25,7208:465:1,0.01
Cystophora,cristata,26.25,-85.75,7208:465:2,0.01
Cystophora,cristata,26.75,-85.25,7208:465:3,0.01
Cystophora,cristata,26.75,-85.75,7208:465:4,0.01
Cystophora,cristata,26.25,-86.25,7208:466:1,0.01
Cystophora,cristata,26.75,-86.25,7208:466:3,0.01
Cystophora,cristata,26.75,-86.75,7208:466:4,0.01
Cystophora,cristata,26.75,-87.25,7208:467:3,0.01
Cystophora,cristata,26.75,-87.75,7208:467:4,0.01
Cystophora,cristata,26.25,-88.25,7208:468:1,0.01
Cystophora,cristata,26.25,-88.75,7208:468:2,0.01
Cystophora,cristata,26.75,-88.25,7208:468:3,0.01
Cystophora,cristata,26.75,-88.75,7208:468:4,0.01
Cystophora,cristata,26.25,-89.25,7208:469:1,0.01
Cystophora,cristata,26.25,-89.75,7208:469:2,0.01
Cystophora,cristata,26.75,-89.25,7208:469:3,0.01
Cystophora,cristata,26.75,-89.75,7208:469:4,0.01
Cystophora,cristata,27.25,-85.25,7208:475:1,0.03
Cystophora,cristata,27.25,-85.75,7208:475:2,0.02
Cystophora,cristata,27.75,-85.25,7208:475:3,0.05
Cystophora,cristata,27.75,-85.75,7208:475:4,0.04
Cystophora,cristata,27.25,-86.25,7208:476:1,0.02
Cystophora,cristata,27.25,-86.75,7208:476:2,0.01
Cystophora,cristata,27.75,-86.25,7208:476:3,0.03
Cystophora,cristata,27.75,-86.75,7208:476:4,0.03
Cystophora,cristata,27.25,-87.25,7208:477:1,0.01
Cystophora,cristata,27.25,-87.75,7208:477:2,0.01
Cystophora,cristata,27.75,-87.25,7208:477:3,0.03
Cystophora,cristata,27.75,-87.75,7208:477:4,0.02
Cystophora,cristata,27.25,-88.25,7208:478:1,0.02
Cystophora,cristata,27.25,-88.75,7208:478:2,0.02
Cystophora,cristata,27.75,-88.25,7208:478:3,0.02
Cystophora,cristata,27.75,-88.75,7208:478:4,0.03
Cystophora,cristata,27.25,-89.25,7208:479:1,0.02
Cystophora,cristata,27.25,-89.75,7208:479:2,0.02
Cystophora,cristata,27.75,-89.25,7208:479:3,0.03
Cystophora,cristata,27.75,-89.75,7208:479:4,0.03
Cystophora,cristata,28.25,-85.25,7208:485:1,0.04
Cystophora,cristata,28.25,-85.75,7208:485:2,0.05
Cystophora,cristata,28.75,-85.25,7208:485:3,0.03
Cystophora,cristata,28.75,-85.75,7208:485:4,0.05
Cystophora,cristata,28.25,-86.25,7208:486:1,0.06
Cystophora,cristata,28.25,-86.75,7208:486:2,0.06
Cystophora,cristata,28.75,-86.25,7208:486:3,0.06
Cystophora,cristata,28.75,-86.75,7208:486:4,0.07
Cystophora,cristata,28.25,-87.25,7208:487:1,0.05
Cystophora,cristata,28.25,-87.75,7208:487:2,0.05
Cystophora,cristata,28.75,-87.25,7208:487:3,0.11
Cystophora,cristata,28.75,-87.75,7208:487:4,0.12
Cystophora,cristata,28.25,-88.25,7208:488:1,0.04
Cystophora,cristata,28.25,-88.75,7208:488:2,0.05
Cystophora,cristata,28.75,-88.25,7208:488:3,0.17
Cystophora,cristata,28.75,-88.75,7208:488:4,0.16
Cystophora,cristata,28.25,-89.25,7208:489:1,0.08
Cystophora,cristata,28.25,-89.75,7208:489:2,0.05
Cystophora,cristata,28.75,-89.25,7208:489:3,0.03
Cystophora,cristata,28.75,-89.75,7208:489:4,0.04
Cystophora,cristata,29.25,-85.25,7208:495:1,0.01
Cystophora,cristata,29.25,-85.75,7208:495:2,0.03
Cystophora,cristata,29.75,-85.75,7208:495:4,0.01
Cystophora,cristata,29.25,-86.25,7208:496:1,0.06
Cystophora,cristata,29.25,-86.75,7208:496:2,0.11
Cystophora,cristata,29.75,-86.25,7208:496:3,0.02
Cystophora,cristata,29.75,-86.75,7208:496:4,0.05
Cystophora,cristata,29.25,-87.25,7208:497:1,0.19
Cystophora,cristata,29.25,-87.75,7208:497:2,0.16
Cystophora,cristata,29.75,-87.25,7208:497:3,0.04
Cystophora,cristata,29.75,-87.75,7208:497:4,0.01
Cystophora,cristata,29.25,-88.25,7208:498:1,0.07
Cystophora,cristata,29.25,-88.75,7208:498:2,0.01
Cystophora,cristata,29.75,-88.25,7208:498:3,0.01
Cystophora,cristata,22.75,-90.75,7209:120:4,0.01
Cystophora,cristata,22.25,-91.75,7209:121:2,0.01
Cystophora,cristata,22.75,-91.25,7209:121:3,0.01
Cystophora,cristata,26.25,-90.25,7209:360:1,0.01
Cystophora,cristata,26.25,-90.75,7209:360:2,0.01
Cystophora,cristata,26.75,-90.25,7209:360:3,0.01
Cystophora,cristata,26.75,-90.75,7209:360:4,0.01
Cystophora,cristata,26.25,-91.25,7209:361:1,0.01
Cystophora,cristata,26.25,-91.75,7209:361:2,0.01
Cystophora,cristata,26.75,-91.25,7209:361:3,0.01
Cystophora,cristata,26.75,-91.75,7209:361:4,0.02
Cystophora,cristata,26.25,-92.25,7209:362:1,0.01
Cystophora,cristata,26.25,-92.75,7209:362:2,0.01
Cystophora,cristata,26.75,-92.25,7209:362:3,0.02
Cystophora,cristata,26.75,-92.75,7209:362:4,0.01
Cystophora,cristata,26.25,-93.75,7209:363:2,0.01
Cystophora,cristata,26.75,-93.25,7209:363:3,0.01
Cystophora,cristata,26.75,-93.75,7209:363:4,0.01
Cystophora,cristata,26.25,-94.25,7209:364:1,0.01
Cystophora,cristata,26.25,-94.75,7209:364:2,0.01
Cystophora,cristata,26.75,-94.25,7209:364:3,0.01
Cystophora,cristata,26.75,-94.75,7209:364:4,0.01
Cystophora,cristata,27.25,-90.25,7209:370:1,0.02
Cystophora,cristata,27.25,-90.75,7209:370:2,0.03
Cystophora,cristata,27.75,-90.25,7209:370:3,0.04
Cystophora,cristata,27.75,-90.75,7209:370:4,0.04
Cystophora,cristata,27.25,-91.25,7209:371:1,0.03
Cystophora,cristata,27.25,-91.75,7209:371:2,0.03
Cystophora,cristata,27.75,-91.25,7209:371:3,0.03
Cystophora,cristata,27.75,-91.75,7209:371:4,0.03
Cystophora,cristata,27.25,-92.25,7209:372:1,0.03
Cystophora,cristata,27.25,-92.75,7209:372:2,0.03
Cystophora,cristata,27.75,-92.25,7209:372:3,0.03
Cystophora,cristata,27.75,-92.75,7209:372:4,0.02
Cystophora,cristata,27.25,-93.25,7209:373:1,0.03
Cystophora,cristata,27.25,-93.75,7209:373:2,0.03
Cystophora,cristata,27.75,-93.25,7209:373:3,0.01
Cystophora,cristata,27.75,-93.75,7209:373:4,0.02
Cystophora,cristata,27.25,-94.25,7209:374:1,0.03
Cystophora,cristata,27.25,-94.75,7209:374:2,0.03
Cystophora,cristata,27.75,-94.25,7209:374:3,0.02
Cystophora,cristata,27.75,-94.75,7209:374:4,0.02
Cystophora,cristata,28.25,-90.25,7209:380:1,0.02
Cystophora,cristata,28.25,-90.75,7209:380:2,0.01
Cystophora,cristata,28.75,-90.25,7209:380:3,0.01
Cystophora,cristata,28.25,-91.25,7209:381:1,0.01
Cystophora,cristata,28.75,-91.75,7209:381:4,0.01
Cystophora,cristata,29.75,-92.75,7209:392:4,0.01
Cystophora,cristata,30.25,-9.75,7300:209:2,0.06
Cystophora,cristata,30.75,-9.75,7300:209:4,0.06
Cystophora,cristata,31.25,-9.75,7300:219:2,0.04
Cystophora,cristata,31.75,-9.75,7300:219:4,0.05
Cystophora,cristata,32.75,-8.75,7300:228:4,0.03
Cystophora,cristata,32.25,-9.25,7300:229:1,0.02
Cystophora,cristata,32.75,-9.25,7300:229:3,0.06
Cystophora,cristata,33.75,-6.75,7300:236:4,0.07
Cystophora,cristata,33.75,-7.25,7300:237:3,0.07
Cystophora,cristata,33.75,-7.75,7300:237:4,0.04
Cystophora,cristata,33.25,-8.25,7300:238:1,0.04
Cystophora,cristata,33.25,-8.75,7300:238:2,0.04
Cystophora,cristata,33.75,-8.25,7300:238:3,0.07
Cystophora,cristata,33.75,-8.75,7300:238:4,0.18
Cystophora,cristata,33.25,-9.25,7300:239:1,0.15
Cystophora,cristata,33.25,-9.75,7300:239:2,0.07
Cystophora,cristata,33.75,-9.25,7300:239:3,0.06
Cystophora,cristata,33.75,-9.75,7300:239:4,0.03
Cystophora,cristata,34.25,-6.75,7300:246:2,0.09
Cystophora,cristata,34.75,-6.25,7300:246:3,0.03
Cystophora,cristata,34.75,-6.75,7300:246:4,0.17
Cystophora,cristata,34.25,-7.25,7300:247:1,0.18
Cystophora,cristata,34.25,-7.75,7300:247:2,0.12
Cystophora,cristata,34.75,-7.25,7300:247:3,0.12
Cystophora,cristata,34.75,-7.75,7300:247:4,0.05
Cystophora,cristata,34.25,-8.25,7300:248:1,0.08
Cystophora,cristata,34.25,-8.75,7300:248:2,0.04
Cystophora,cristata,34.75,-8.25,7300:248:3,0.04
Cystophora,cristata,34.75,-8.75,7300:248:4,0.03
Cystophora,cristata,34.25,-9.25,7300:249:1,0.02
Cystophora,cristata,34.25,-9.75,7300:249:2,0.02
Cystophora,cristata,34.75,-9.25,7300:249:3,0.02
Cystophora,cristata,34.75,-9.75,7300:249:4,0.02
Cystophora,cristata,35.75,-5.75,7300:455:4,0.13
Cystophora,cristata,35.25,-6.25,7300:456:1,0.06
Cystophora,cristata,35.25,-6.75,7300:456:2,0.12
Cystophora,cristata,35.75,-6.25,7300:456:3,0.09
Cystophora,cristata,35.75,-6.75,7300:456:4,0.11
Cystophora,cristata,35.25,-7.25,7300:457:1,0.06
Cystophora,cristata,35.25,-7.75,7300:457:2,0.05
Cystophora,cristata,35.75,-7.25,7300:457:3,0.1
Cystophora,cristata,35.75,-7.75,7300:457:4,0.1
Cystophora,cristata,35.25,-8.25,7300:458:1,0.04
Cystophora,cristata,35.25,-8.75,7300:458:2,0.03
Cystophora,cristata,35.75,-8.25,7300:458:3,0.07
Cystophora,cristata,35.75,-8.75,7300:458:4,0.05
Cystophora,cristata,35.25,-9.25,7300:459:1,0.03
Cystophora,cristata,35.25,-9.75,7300:459:2,0.02
Cystophora,cristata,35.75,-9.25,7300:459:3,0.03
Cystophora,cristata,35.75,-9.75,7300:459:4,0.02
Cystophora,cristata,36.25,-5.75,7300:465:2,0.08
Cystophora,cristata,36.25,-6.25,7300:466:1,0.05
Cystophora,cristata,36.75,-6.25,7300:466:3,0.01
Cystophora,cristata,36.75,-6.75,7300:466:4,0.08
Cystophora,cristata,36.25,-7.25,7300:467:1,0.19
Cystophora,cristata,36.25,-7.75,7300:467:2,0.15
Cystophora,cristata,36.25,-8.25,7300:468:1,0.12
Cystophora,cristata,36.25,-8.75,7300:468:2,0.08
Cystophora,cristata,36.25,-9.25,7300:469:1,0.05
Cystophora,cristata,36.25,-9.75,7300:469:2,0.03
Cystophora,cristata,36.75,-9.75,7300:469:4,0.06
Cystophora,cristata,37.25,-6.75,7300:476:2,0.01
Cystophora,cristata,37.25,-7.25,7300:477:1,0.03
Cystophora,cristata,37.25,-7.75,7300:477:2,0.01
Cystophora,cristata,37.25,-8.25,7300:478:1,0.01
Cystophora,cristata,37.25,-8.75,7300:478:2,0.04
Cystophora,cristata,37.75,-8.75,7300:478:4,0.08
Cystophora,cristata,37.25,-9.75,7300:479:2,0.16
Cystophora,cristata,38.25,-8.75,7300:488:2,0.07
Cystophora,cristata,38.75,-9.25,7300:489:3,0.06
Cystophora,cristata,39.75,-8.75,7300:498:4,0.01
Cystophora,cristata,39.25,-9.25,7300:499:1,0.04
Cystophora,cristata,39.75,-9.25,7300:499:3,0.16
Cystophora,cristata,30.25,-11.25,7301:101:1,0.06
Cystophora,cristata,30.25,-11.75,7301:101:2,0.04
Cystophora,cristata,30.75,-11.25,7301:101:3,0.09
Cystophora,cristata,30.75,-11.75,7301:101:4,0.06
Cystophora,cristata,30.25,-12.25,7301:102:1,0.03
Cystophora,cristata,30.25,-12.75,7301:102:2,0.03
Cystophora,cristata,30.75,-12.25,7301:102:3,0.04
Cystophora,cristata,30.75,-12.75,7301:102:4,0.03
Cystophora,cristata,30.25,-13.25,7301:103:1,0.02
Cystophora,cristata,30.25,-13.75,7301:103:2,0.02
Cystophora,cristata,30.75,-13.25,7301:103:3,0.02
Cystophora,cristata,30.75,-13.75,7301:103:4,0.02
Cystophora,cristata,30.25,-14.25,7301:104:1,0.02
Cystophora,cristata,30.25,-14.75,7301:104:2,0.02
Cystophora,cristata,30.75,-14.25,7301:104:3,0.02
Cystophora,cristata,30.75,-14.75,7301:104:4,0.01
Cystophora,cristata,31.25,-11.25,7301:111:1,0.19
Cystophora,cristata,31.25,-11.75,7301:111:2,0.08
Cystophora,cristata,31.75,-11.25,7301:111:3,0.16
Cystophora,cristata,31.75,-11.75,7301:111:4,0.07
Cystophora,cristata,31.25,-12.25,7301:112:1,0.05
Cystophora,cristata,31.25,-12.75,7301:112:2,0.03
Cystophora,cristata,31.75,-12.25,7301:112:3,0.03
Cystophora,cristata,31.75,-12.75,7301:112:4,0.02
Cystophora,cristata,31.25,-13.25,7301:113:1,0.02
Cystophora,cristata,31.25,-13.75,7301:113:2,0.02
Cystophora,cristata,31.75,-13.25,7301:113:3,0.02
Cystophora,cristata,31.75,-13.75,7301:113:4,0.01
Cystophora,cristata,31.25,-14.25,7301:114:1,0.01
Cystophora,cristata,31.25,-14.75,7301:114:2,0.01
Cystophora,cristata,31.75,-14.25,7301:114:3,0.01
Cystophora,cristata,31.75,-14.75,7301:114:4,0.01
Cystophora,cristata,32.25,-10.75,7301:120:2,0.16
Cystophora,cristata,32.75,-10.25,7301:120:3,0.13
Cystophora,cristata,32.75,-10.75,7301:120:4,0.05
Cystophora,cristata,32.25,-11.25,7301:121:1,0.08
Cystophora,cristata,32.25,-11.75,7301:121:2,0.04
Cystophora,cristata,32.75,-11.25,7301:121:3,0.04
Cystophora,cristata,32.75,-11.75,7301:121:4,0.03
Cystophora,cristata,32.25,-12.25,7301:122:1,0.02
Cystophora,cristata,32.25,-12.75,7301:122:2,0.01
Cystophora,cristata,32.75,-12.25,7301:122:3,0.02
Cystophora,cristata,32.75,-12.75,7301:122:4,0.01
Cystophora,cristata,32.25,-13.25,7301:123:1,0.01
Cystophora,cristata,32.25,-13.75,7301:123:2,0.01
Cystophora,cristata,32.75,-13.25,7301:123:3,0.01
Cystophora,cristata,32.75,-13.75,7301:123:4,0.01
Cystophora,cristata,32.25,-14.25,7301:124:1,0.01
Cystophora,cristata,32.25,-14.75,7301:124:2,0.01
Cystophora,cristata,32.75,-14.25,7301:124:3,0.01
Cystophora,cristata,32.75,-14.75,7301:124:4,0.01
Cystophora,cristata,33.25,-10.25,7301:130:1,0.03
Cystophora,cristata,33.25,-10.75,7301:130:2,0.02
Cystophora,cristata,33.75,-10.25,7301:130:3,0.02
Cystophora,cristata,33.75,-10.75,7301:130:4,0.02
Cystophora,cristata,33.25,-11.25,7301:131:1,0.02
Cystophora,cristata,33.25,-11.75,7301:131:2,0.02
Cystophora,cristata,33.75,-11.25,7301:131:3,0.01
Cystophora,cristata,33.75,-11.75,7301:131:4,0.01
Cystophora,cristata,33.25,-12.25,7301:132:1,0.01
Cystophora,cristata,33.25,-12.75,7301:132:2,0.01
