"Internal_reference","Survey","Polygon","Commonname","Validname","Family","Class","Order","RES","Type","Partial_cell_area","Density","Uncertainty","Uncertainty_measure","CI_95_low","CI_95_high","Location","Study_area"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.94,"Native Range",629.052894319694,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.92,"Native Range",777.994743806885,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.96,"Native Range",871.821705605347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.98,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",671.885792347046,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.92,"Native Range",727.337768633545,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.97,"Native Range",871.821705605347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.97,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.94,"Native Range",730.044586057922,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",669.018680947205,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",871.821705605347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.95,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.96,"Native Range",838.283217855615,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.98,"Native Range",381.010260178347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.96,"Native Range",359.116246751255,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",335.490755463943,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.94,"Native Range",612.572577839874,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",871.821705605347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",923.770841259583,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.98,"Native Range",949.633417206055,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.97,"Native Range",975.418568513855,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.91,"Native Range",1001.12423440479,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.87,"Native Range",128.355058645081,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.87,"Native Range",594.695277493713,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",871.821705605347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.88,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",923.770841259583,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",949.633417206055,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.98,"Native Range",975.418568513855,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.91,"Native Range",1001.12423440479,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.87,"Native Range",122.076608440186,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",591.072106459717,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.78,"Native Range",871.821705605347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.97,"Native Range",923.770841259583,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.97,"Native Range",949.633417206055,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.96,"Native Range",975.418568513855,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.89,"Native Range",1001.12423440479,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",536.804823856559,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.79,"Native Range",871.821705605347,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.82,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",923.770841259583,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.94,"Native Range",949.633417206055,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",975.418568513855,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.89,"Native Range",1001.12423440479,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.6,"Native Range",234.25274439794,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.94,"Native Range",687.699582903438,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",897.832910905579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.88,"Native Range",923.770841259583,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.95,"Native Range",949.633417206055,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.96,"Native Range",975.418568513855,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.95,"Native Range",965.522655363281,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.95,"Native Range",471.99110072319,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.89,"Native Range",783.44398692382,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",949.633417206055,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",975.418568513855,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",859.940330080933,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",807.891105984388,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",641.352796675416,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",778.536783745789,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.88,"Native Range",132.377171245583,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.86,"Native Range",574.11505102972,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.86,"Native Range",985.762427188038,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",603.40027366178,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.9,"Native Range",597.350254383789,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",1128.38884506854,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",1153.57487930676,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",1160.41867775989,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",510.813763187579,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.88,"Native Range",612.999846746948,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.84,"Native Range",1128.38884506854,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.84,"Native Range",1153.57487930676,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",1170.02270654034,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.98,"Native Range",569.890214450226,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",653.435577826721,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",1128.38884506854,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.81,"Native Range",1153.57487930676,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.79,"Native Range",1178.11975000684,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",575.50864119988,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.79,"Native Range",1128.38884506854,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.81,"Native Range",1083.60304070716,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.79,"Native Range",747.040847952905,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",651.65871452022,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.82,"Native Range",1048.84956504063,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.41,"Native Range",264.75563268537,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",810.078372137019,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",724.543678442243,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",1005.13791628405,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.84,"Native Range",711.156575432781,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.86,"Native Range",1103.11117156842,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.86,"Native Range",784.762348061462,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.87,"Native Range",697.978024484558,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"008_Rekdal et al (2015)_Disko Bay","Disko Bay selected strata","Disko Bay","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.87,"Native Range",238.904596973656,0.00707,0.34,"CV abundance",0.00339160174805244,0.0138799163974919,"Northwest Atlantic","N"
"009_Vacquié-Garcia et al (2017)_NPI","Svalbard","Svalbard","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0,"Native Range",57.6908013574829,0.00648160396077023,0.488,"CV abundance",0.00256996541884767,0.0162890455224022,"Northeast Atlantic","N"
