Commonname,Validname,Family,Class,Order,CenterLat,CenterLong,RES,Study_area
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,137.250000000000000,0.910000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,137.750000000000000,0.980000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,138.250000000000000,0.960000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,138.750000000000000,0.980000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,138.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,138.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,139.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,139.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,139.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,139.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,135.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,135.750000000000000,0.840000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,136.250000000000000,0.920000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,136.750000000000000,0.940000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,136.250000000000000,0.900000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,136.750000000000000,0.970000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,137.250000000000000,0.990000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,137.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,137.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,137.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,138.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,138.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,138.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,138.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,139.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.250000000000000,139.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,139.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,55.750000000000000,139.750000000000000,0.990000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.250000000000000,137.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.250000000000000,137.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.250000000000000,138.250000000000000,0.980000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.250000000000000,138.750000000000000,0.980000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.750000000000000,138.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.750000000000000,138.750000000000000,0.920000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.250000000000000,139.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.250000000000000,139.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.750000000000000,139.250000000000000,0.990000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,56.750000000000000,139.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,57.250000000000000,138.750000000000000,0.980000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,57.250000000000000,139.250000000000000,0.900000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,57.250000000000000,139.750000000000000,0.950000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,57.750000000000000,139.750000000000000,0.940000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,140.250000000000000,0.160000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,140.750000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,140.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,140.750000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,141.250000000000000,0.720000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,141.750000000000000,0.690000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,141.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,141.750000000000000,0.760000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,142.250000000000000,0.820000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,142.250000000000000,0.860000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,143.750000000000000,0.900000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,143.750000000000000,0.930000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,144.250000000000000,0.910000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,144.750000000000000,0.970000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,144.250000000000000,0.930000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,144.750000000000000,0.950000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,140.750000000000000,0.750000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,140.750000000000000,0.670000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,141.250000000000000,0.740000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,141.750000000000000,0.740000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,141.250000000000000,0.260000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,141.750000000000000,0.200000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,142.250000000000000,0.820000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,142.250000000000000,0.430000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,143.250000000000000,0.960000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,143.750000000000000,0.960000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,143.250000000000000,0.900000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,143.750000000000000,0.980000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,144.250000000000000,0.940000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,144.750000000000000,0.930000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,144.250000000000000,0.940000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,144.750000000000000,0.890000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,140.750000000000000,0.410000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,141.250000000000000,0.180000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,141.750000000000000,0.190000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,141.250000000000000,0.130000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,141.750000000000000,0.130000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,143.250000000000000,0.960000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,143.750000000000000,0.990000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,143.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,143.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,144.250000000000000,0.970000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,144.750000000000000,0.910000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,144.250000000000000,0.960000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,144.750000000000000,0.880000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,140.750000000000000,0.330000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,140.250000000000000,0.430000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,140.750000000000000,0.430000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,141.250000000000000,0.230000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,141.750000000000000,0.210000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,141.250000000000000,0.820000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,141.750000000000000,0.840000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,142.250000000000000,0.220000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,142.750000000000000,0.170000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,142.250000000000000,0.830000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,142.750000000000000,0.890000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,143.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,143.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,143.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,143.750000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,144.250000000000000,0.920000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,144.750000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,144.250000000000000,0.920000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,144.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,140.250000000000000,0.990000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,140.750000000000000,0.940000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,140.250000000000000,1.000000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,140.750000000000000,0.980000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,141.250000000000000,0.920000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,141.750000000000000,0.880000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,141.250000000000000,0.970000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,141.750000000000000,0.950000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,142.250000000000000,0.880000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,142.750000000000000,0.970000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,142.250000000000000,0.950000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,142.750000000000000,0.960000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,143.250000000000000,0.950000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,143.750000000000000,0.990000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,143.250000000000000,0.910000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,143.750000000000000,0.930000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,144.250000000000000,0.890000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,144.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,144.250000000000000,0.870000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.750000000000000,144.750000000000000,0.820000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,145.250000000000000,0.970000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,145.750000000000000,0.940000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,145.250000000000000,0.950000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,145.750000000000000,0.920000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,146.250000000000000,0.910000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,146.750000000000000,0.860000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,146.250000000000000,0.880000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,146.750000000000000,0.820000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,147.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,147.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,147.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,147.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,148.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,148.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,148.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,148.750000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,149.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.250000000000000,149.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,149.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,50.750000000000000,149.750000000000000,0.760000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,145.250000000000000,0.910000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,145.750000000000000,0.870000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,145.250000000000000,0.840000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,145.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,146.250000000000000,0.830000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,146.750000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,146.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,146.750000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,147.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,147.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,147.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,147.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,148.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,148.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,148.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,148.750000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,149.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.250000000000000,149.750000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,149.250000000000000,0.810000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,51.750000000000000,149.750000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,145.250000000000000,0.830000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,145.750000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,145.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,145.750000000000000,0.750000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,146.250000000000000,0.760000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,146.750000000000000,0.760000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,146.250000000000000,0.740000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,146.750000000000000,0.760000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,147.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,147.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,147.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,147.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,148.250000000000000,0.810000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,148.750000000000000,0.830000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,148.250000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,148.750000000000000,0.810000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,149.250000000000000,0.830000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.250000000000000,149.750000000000000,0.820000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,149.250000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,52.750000000000000,149.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,145.250000000000000,0.720000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,145.750000000000000,0.720000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,145.250000000000000,0.740000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,145.750000000000000,0.730000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,146.250000000000000,0.710000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,146.750000000000000,0.730000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,146.250000000000000,0.730000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,146.750000000000000,0.750000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,147.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,147.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,147.250000000000000,0.770000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,147.750000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,148.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,148.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,148.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,148.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,149.250000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.250000000000000,149.750000000000000,0.790000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,149.250000000000000,0.800000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,53.750000000000000,149.750000000000000,0.810000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,145.250000000000000,0.780000000000000,N
Bowhead whale,Balaena mysticetus,Balaenidae,Mammalia,Cetartiodactyla,54.250000000000000,145.750000000000000,0.770000000000000,N
